Name,Price,Smartphone OS,IMG PATH,Screen Resolution,Screen size,Processor,GPU,RAM
Samsung Galaxy S8,"30,990","Android 7.0 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy S8 1.jpg,1440x2960 pixels (~ 568 pixels per inch),5.8 inches,"2.3 GHz, Octa Core, Samsung Exynos 8895",Mali-G71 MP20,4 GB
"OnePlus 5T (6GB RAM, 64GB)","32,999","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/OnePlus 5T 1.jpg,1080x2160 pixels (~ 402 pixels per inch),6 inches,"2.45 GHz, Octa Core, Qualcomm Snapdragon 835",Adreno 540,6 GB
HTC U11,"39,999","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/HTC U11 1.jpg,1440x2560 pixels (~ 534 pixels per inch),5.5 inches,"2.45 GHz, Octa Core, Qualcomm Snapdragon 835",Adreno 540,6 GB
Huawei Honor 10,"24,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor 10 1.jpg,1080x2280 pixels (~ 432 pixels per inch),5.84 inches,"2.36 GHz, Octa Core, Hisilicon Kirin 970",Mali-G72 MP12,6 GB
"realme 3 Pro (6GB RAM, 64GB)","15,999",Android 9.0 Pie,https://www.phonecurry.com/img/phones/realme 3 Pro 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 710",Adreno 616,6 GB
Oppo F11 Pro (128GB),"23,990",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Oppo F11 Pro 1.jpg,1080x2340 pixels (~ 396 pixels per inch),6.5 inches,"2.1 GHz, Octa Core, MediaTek Helio P70",Mali-G72 MP3,6 GB
Xiaomi Mi MIX 2,"26,299","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Xiaomi Mi Mix 2 1.jpg,1080x2160 pixels (~ 403 pixels per inch),5.99 inches,"2.45 GHz, Octa Core, Qualcomm Snapdragon 835",Adreno 540,6 GB
"OnePlus 5 (8GB RAM, 128GB)","37,999","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/OnePlus 5 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.45 GHz, Octa Core, Qualcomm Snapdragon 835",Adreno 540,8 GB
Huawei Nova 3,"19,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Huawei Nova 3 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.4 GHz, Octa Core, Hisilicon Kirin 970 + i7 Co-processor","Mali-G72 MP12, GPU Turbo",6 GB
Apple iPhone 7 Plus 256GB,"63,900","Apple iOS 10, Upgradeable to 12.3",https://www.phonecurry.com/img/phones/Apple iPhone 7 Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.23 GHz, Quad Core, A10 Fusion chip with 64-bit architecture Embedded M10 motion coprocessor",PowerVR Series7XT Plus (six-core graphics),3 GB
"realme 3 Pro (4GB RAM, 64GB)","13,999",Android 9.0 Pie,https://www.phonecurry.com/img/phones/realme 3 Pro 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 710",Adreno 616,4 GB
"Samsung Galaxy A9 (8GB RAM, 2018)","28,990","Android 8.0 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy A9 1.jpg,1080x2220 pixels (~ 392 pixels per inch),6.3 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,8 GB
Vivo V15,"19,199",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Vivo V15 1.jpg,1080x2340 pixels (~ 395 pixels per inch),6.53 inches,"2.1 GHz, Octa Core, MediaTek Helio P70",Mali-G72 MP3,6 GB
Oppo F9 Pro 128GB,"23,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Oppo F9 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2 GHz, Octa Core, MediaTek Helio P60",Mali-G72 MP3,6 GB
Samsung Galaxy A50 (6GB RAM),"21,490",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Samsung Galaxy A50 1.jpg,1080x2340 pixels (~ 403 pixels per inch),6.4 inches,"2.3 GHz, Octa Core, Samsung Exynos 9610",Mali-G72 MP3,6 GB
Oppo R15 Pro,"25,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Oppo R15 Pro 1.jpg,1080x2280 pixels (~ 402 pixels per inch),6.28 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,6 GB
Vivo V11 Pro,"20,299","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Vivo V11 Pro 1.jpg,1080x2340 pixels (~ 402 pixels per inch),6.41 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,6 GB
Apple iPhone 7 Plus 128GB,"57,999","Apple iOS 10, Upgradeable to 12.3",https://www.phonecurry.com/img/phones/Apple iPhone 7 Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.23 GHz, Quad Core, A10 Fusion chip with 64-bit architecture Embedded M10 motion coprocessor",PowerVR Series7XT Plus (six-core graphics),3 GB
"Xiaomi Redmi Note 7 Pro (4GB RAM, 64GB)","13,999",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Xiaomi Redmi Note 7 Pro 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 675",Adreno 612,4 GB
Oppo F11 Pro (64GB),"20,799",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Oppo F11 Pro 1.jpg,1080x2340 pixels (~ 396 pixels per inch),6.5 inches,"2.1 GHz, Octa Core, MediaTek Helio P70",Mali-G72 MP3,6 GB
Nokia 8,"36,999","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia 8 1.jpg,1440x2560 pixels (~ 554 pixels per inch),5.3 inches,"2.45 GHz, Octa Core, Qualcomm Snapdragon 835",Adreno 540,4 GB
Samsung Galaxy A8 Star,"19,490",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Samsung Galaxy A8 Star 1.jpg,1080x2220 pixels (~ 393 pixels per inch),6.28 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,6 GB
Apple iPhone 7 256GB,"57,990","Apple iOS 10, Upgradeable to 12.3",https://www.phonecurry.com/img/phones/Apple iPhone 7 1.jpg,750x1334 pixels (~ 326 pixels per inch),4.7 inches,"2.23 GHz, Quad Core, A10 Fusion chip with 64-bit architecture Embedded M10 motion coprocessor",PowerVR Series7XT Plus (six-core graphics),2 GB
"Asus Zenfone Max Pro M2 (6GB RAM, 64GB)","16,999","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Asus Zenfone Max Pro M2 1.jpg,1080x2280 pixels (~ 400 pixels per inch),6.3 inches,"1.95 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,6 GB
Samsung Galaxy A8 Plus,"21,800","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy A8 Plus 1.jpg,1080x2220 pixels (~ 411 pixels per inch),6 inches,"2.2 GHz, Octa Core, Exynos 7885",Mali-G71 MP2,6 GB
"Samsung Galaxy A7 (6GB RAM, 128GB, 2018)","19,990",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Samsung Galaxy A7 (2018) 1.jpg,1080x2280 pixels (~ 420 pixels per inch),6 inches,"2.2 GHz, Octa Core, Exynos 7885",Mali-G71 MP2,6 GB
"Samsung Galaxy A9 (6GB RAM, 2018)","25,990","Android 8.0 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy A9 1.jpg,1080x2220 pixels (~ 392 pixels per inch),6.3 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,6 GB
"realme 2 Pro (8GB RAM, 128GB)","14,990","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/realme 2 Pro 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"1.95 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,8 GB
Vivo X21,"23,299",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo X21 1.jpg,1080x2280 pixels (~ 402 pixels per inch),6.28 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,6 GB
Oppo F9 Pro 64GB,"17,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Oppo F9 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2 GHz, Octa Core, MediaTek Helio P60",Mali-G72 MP3,6 GB
Xiaomi Redmi Note 6 Pro (6GB RAM),"13,898",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Xiaomi Redmi Note 6 Pro 1.jpg,1080x2280 pixels (~ 403 pixels per inch),6.26 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 636",Adreno 509,6 GB
Apple iPhone 7 Plus 32GB,"48,999","Apple iOS 10, Upgradeable to 12.3",https://www.phonecurry.com/img/phones/Apple iPhone 7 Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.23 GHz, Quad Core, A10 Fusion chip with 64-bit architecture Embedded M10 motion coprocessor",PowerVR Series7XT Plus (six-core graphics),3 GB
Apple iPhone 7 128GB,"48,999","Apple iOS 10, Upgradeable to 12.3",https://www.phonecurry.com/img/phones/Apple iPhone 7 1.jpg,750x1334 pixels (~ 326 pixels per inch),4.7 inches,"2.23 GHz, Quad Core, A10 Fusion chip with 64-bit architecture Embedded M10 motion coprocessor",PowerVR Series7XT Plus (six-core graphics),2 GB
Nokia 7 Plus,"25,999","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia 7 Plus 1.jpg,1080x2160 pixels (~ 402 pixels per inch),6 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,4 GB
Samsung Galaxy A50 (4GB RAM),"18,490",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Samsung Galaxy A50 1.jpg,1080x2340 pixels (~ 403 pixels per inch),6.4 inches,"2.3 GHz, Octa Core, Samsung Exynos 9610",Mali-G72 MP3,4 GB
Nokia 7.1,"14,330","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia 7.1 1.jpg,1080x2280 pixels (~ 432 pixels per inch),5.84 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 636",Adreno 509,4 GB
Huawei Honor View 10,"29,999","Android 8.0 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Huawei Honor View 10 1.jpg,1080x2160 pixels (~ 403 pixels per inch),5.99 inches,"2.38 GHz, Octa Core, Hisilicon Kirin 970",Mali-G72 MP12,6 GB
"Asus Zenfone Max Pro M2 (4GB RAM, 64GB)","14,999","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Asus Zenfone Max Pro M2 1.jpg,1080x2280 pixels (~ 400 pixels per inch),6.3 inches,"1.95 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,4 GB
Asus ZenFone AR ZS571KL,"49,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Asus ZenFone AR ZS571KL 1.jpg,1440x2560 pixels (~ 515 pixels per inch),5.7 inches,"2.35 GHz, Quad Core, Qualcomm Snapdragon 821",Adreno 530,8 GB
"Samsung Galaxy M30 (6GB RAM, 128GB)","17,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Samsung Galaxy M30 1.jpg,1080x2340 pixels (~ 403 pixels per inch),6.4 inches,"1.8 GHz, Octa Core, Samsung Exynos 7904",Mali-G71 MP2,6 GB
"Xiaomi Redmi Note 7S (4GB RAM, 64GB)","12,999",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Xiaomi Redmi Note 7S 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,4 GB
"Samsung Galaxy A7 (4GB RAM, 64GB, 2018)","15,990",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Samsung Galaxy A7 (2018) 1.jpg,1080x2280 pixels (~ 420 pixels per inch),6 inches,"2.2 GHz, Octa Core, Exynos 7885",Mali-G71 MP2,4 GB
Sony Xperia XZ Premium,"39,990","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Sony Xperia XZ Premium 1.jpg,2160x3840 pixels (~ 801 pixels per inch),5.5 inches,"2.45 GHz, Octa Core, Qualcomm Snapdragon 835",Adreno 540,4 GB
Oppo F9,"13,499",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Oppo F9 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2 GHz, Octa Core, MediaTek Helio P60",Mali-G72 MP3,4 GB
LG G6,"19,990","Android 7.0 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/LG G6 1.jpg,1440x2880 pixels (~ 565 pixels per inch),5.7 inches,"2.35 GHz, Quad Core, Qualcomm Snapdragon 821",Adreno 530,4 GB
Vivo V11,"17,994",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo V11 1.jpg,1080x2280 pixels (~ 400 pixels per inch),6.3 inches,"2 GHz, Octa Core, MediaTek Helio P60",Mali-G72 MP3,6 GB
"Xiaomi Mi A2 (6GB RAM, 128GB)","15,850","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Xiaomi Mi A2 1.jpg,1080x2160 pixels (~ 403 pixels per inch),5.99 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,6 GB
Oppo F11,"17,990",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Oppo F11 1.jpg,1080x2340 pixels (~ 396 pixels per inch),6.5 inches,"2.1 GHz, Octa Core, MediaTek Helio P70",Mali-G72 MP3,4 GB
"realme 2 Pro (6GB RAM, 64GB)","12,990","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/realme 2 Pro 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"1.95 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,6 GB
Xiaomi Redmi Note 6 Pro (4GB RAM),"11,849",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Xiaomi Redmi Note 6 Pro 1.jpg,1080x2280 pixels (~ 403 pixels per inch),6.26 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 636",Adreno 509,4 GB
Huawei Honor 8 Pro,"29,999","Android 7.0 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Huawei Honor 8 Pro 1.jpg,1440x2560 pixels (~ 515 pixels per inch),5.7 inches,"2.4 GHz, Octa Core, Kirin 960",Mali-G71 MP8,6 GB
Nubia Red Magic,"24,500",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Nubia Red Magic 1.jpg,1080x2160 pixels (~ 403 pixels per inch),5.99 inches,"2.35 GHz, Octa Core, Qualcomm Snapdragon 835",Adreno 540,6 GB
"realme 2 Pro (4GB RAM, 64GB)","10,990","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/realme 2 Pro 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"1.95 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,4 GB
Motorola Moto Z2 Force,"21,999","Android 8.0 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Motorola Moto Z2 Force 1.jpg,1440x2560 pixels (~ 534 pixels per inch),5.5 inches,"2.45 GHz, Octa Core, Qualcomm Snapdragon 835",Adreno 540,6 GB
"Oppo F7 (6GB RAM, 128GB)","20,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Oppo F7 1.jpg,1080x2280 pixels (~ 405 pixels per inch),6.23 inches,"2 GHz, Octa Core, MediaTek Helio P60",Mali-G72 MP3,6 GB
Apple iPhone 7 32GB,"37,999","Apple iOS 10, Upgradeable to 12.3",https://www.phonecurry.com/img/phones/Apple iPhone 7 1.jpg,750x1334 pixels (~ 326 pixels per inch),4.7 inches,"2.23 GHz, Quad Core, A10 Fusion chip with 64-bit architecture Embedded M10 motion coprocessor",PowerVR Series7XT Plus (six-core graphics),2 GB
"realme U1 (4GB RAM, 64GB)","11,999","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/realme U1 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.1 GHz, Octa Core, MediaTek Helio P70",Mali-G72 MP3,4 GB
Apple iPhone 6S Plus 32GB,"34,900","Apple iOS 9, Upgradeable to 12.3",https://www.phonecurry.com/img/phones/Apple iPhone 6S Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.84 GHz, Dual Core, A9 chip with 64-bit architecture Embedded M9 motion coprocessor",PowerVR GT7600 (six-core graphics),2 GB
Vivo V9 Pro (6GB RAM),"15,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo V9 Pro 1.jpg,1080x2280 pixels (~ 400 pixels per inch),6.3 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,6 GB
"Xiaomi Redmi Note 7S (3GB RAM, 32GB)","10,999",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Xiaomi Redmi Note 7S 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,3 GB
Oppo K1,"14,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Oppo K1 1.jpg,1080x2340 pixels (~ 403 pixels per inch),6.4 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,4 GB
"Xiaomi Redmi Note 7 (4GB RAM, 64GB)","11,999",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Xiaomi Redmi Note 7 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,4 GB
"Asus Zenfone Max Pro M2 (3GB RAM, 32GB)","9,999","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Asus Zenfone Max Pro M2 1.jpg,1080x2280 pixels (~ 400 pixels per inch),6.3 inches,"1.95 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,3 GB
"Xiaomi Mi A2 (4GB RAM, 64GB)","10,699","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Xiaomi Mi A2 1.jpg,1080x2160 pixels (~ 403 pixels per inch),5.99 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,4 GB
Xiaomi Redmi Note 5 Pro (6GB RAM),"11,998","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Xiaomi Redmi Note 5 Pro 1.jpg,1080x2160 pixels (~ 403 pixels per inch),5.99 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 636",Adreno 509,6 GB
Huawei P30 Lite (6GB RAM),"22,990",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Huawei P30 Lite 1.jpg,1080x2312 pixels (~ 415 pixels per inch),6.15 inches,"2.2 GHz, Octa Core, Hisilicon Kirin 710",Mali-G51 MP4,6 GB
"Huawei Honor 8X (6GB RAM, 128GB)","17,720","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Huawei Honor 8X 1.jpg,1080x2340 pixels (~ 396 pixels per inch),6.5 inches,"2.2 GHz, Octa Core, Hisilicon Kirin 710",Mali-G51 MP4,6 GB
Sony Xperia XZ1,"46,990","Android 8.0 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Sony Xperia XZ1 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"2.35 GHz, Octa Core, Qualcomm Snapdragon 835",Adreno 540,4 GB
"Samsung Galaxy M30 (4GB RAM, 64GB)","14,949",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Samsung Galaxy M30 1.jpg,1080x2340 pixels (~ 403 pixels per inch),6.4 inches,"1.8 GHz, Octa Core, Samsung Exynos 7904",Mali-G71 MP2,4 GB
"realme U1 (3GB RAM, 64GB)","10,499","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/realme U1 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.1 GHz, Octa Core, MediaTek Helio P70",Mali-G72 MP3,3 GB
Vivo V9 Pro (4GB RAM),"13,799",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo V9 Pro 1.jpg,1080x2280 pixels (~ 400 pixels per inch),6.3 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,4 GB
"Oppo F7 (4GB RAM, 64GB)","17,700",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Oppo F7 1.jpg,1080x2280 pixels (~ 405 pixels per inch),6.23 inches,"2 GHz, Octa Core, MediaTek Helio P60",Mali-G72 MP3,4 GB
Huawei Honor Play (6GB RAM),"14,994",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor Play 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.4 GHz, Octa Core, HiSilicon Kirin 970, i7 Co-processor","Mali-G72 MP12, GPU Turbo",6 GB
"realme 3 (4GB RAM, 64GB)","10,999",Android 9.0 Pie,https://www.phonecurry.com/img/phones/realme 3 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.2 inches,"2.1 GHz, Octa Core, MediaTek Helio P70",Mali-G72 MP3,4 GB
Vivo Y95,"13,399",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo Y95 1.jpg,720x1520 pixels (~ 270 pixels per inch),6.22 inches,"1.95 GHz, Octa Core, Qualcomm Snapdragon 439",Adreno 505,4 GB
Huawei P30 Lite (4GB RAM),"19,490",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Huawei P30 Lite 1.jpg,1080x2312 pixels (~ 415 pixels per inch),6.15 inches,"2.2 GHz, Octa Core, Hisilicon Kirin 710",Mali-G51 MP4,4 GB
"Nokia 5.1 Plus (6GB RAM, 64GB)","14,300","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia 5.1 Plus 1.jpg,720x1520 pixels (~ 287 pixels per inch),5.86 inches,"1.8 GHz, Octa Core, MediaTek Helio P60",Mali-G72 MP3,6 GB
Nokia 6.1 Plus (6GB RAM),"14,499","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia X6 1.jpg,1080x2280 pixels (~ 435 pixels per inch),5.8 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 636",Adreno 509,6 GB
Apple iPhone 6S Plus 16GB,"39,990","Apple iOS 9, Upgradeable to 12.3",https://www.phonecurry.com/img/phones/Apple iPhone 6S Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.84 GHz, Dual Core, A9 chip with 64-bit architecture Embedded M9 motion coprocessor",PowerVR GT7600 (six-core graphics),2 GB
"Xiaomi Redmi Y3 (4GB RAM, 64GB)","11,999",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Xiaomi Redmi Y3 1.jpg,720x1520 pixels (~ 269 pixels per inch),6.26 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 632",Adreno 506,4 GB
Huawei Honor Play (4GB RAM),"13,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor Play 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.4 GHz, Octa Core, HiSilicon Kirin 970, i7 Co-processor","Mali-G72 MP12, GPU Turbo",4 GB
Huawei Nova 3i,"17,190",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Huawei Nova 3i 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.2 GHz, Octa Core, Hisilicon Kirin 710","Mali-G51 MP4, GPU Turbo",4 GB
Vivo V9,"13,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo V9 1.jpg,1080x2280 pixels (~ 400 pixels per inch),6.3 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 626",Adreno 506,4 GB
Xiaomi Redmi Note 5 Pro (4GB RAM),"10,999","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Xiaomi Redmi Note 5 Pro 1.jpg,1080x2160 pixels (~ 403 pixels per inch),5.99 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 636",Adreno 509,4 GB
Nokia 6.1 Plus (4GB RAM),"12,799","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia X6 1.jpg,1080x2280 pixels (~ 435 pixels per inch),5.8 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 636",Adreno 509,4 GB
"realme U1 (3GB RAM, 32GB)","9,690","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/realme U1 1.jpg,1080x2340 pixels (~ 409 pixels per inch),6.3 inches,"2.1 GHz, Octa Core, MediaTek Helio P70",Mali-G72 MP3,3 GB
Motorola One Power,"12,999","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Motorola One Power 1.jpg,1080x2246 pixels (~ 402 pixels per inch),6.2 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 636",Adreno 509,4 GB
Google Pixel XL 32GB,"67,000","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Google Pixel 1.jpg,1440x2560 pixels (~ 534 pixels per inch),5.5 inches,"2.15 GHz, Quad Core, Qualcomm MSM8996 Snapdragon 821",Adreno 530,4 GB
BlackBerry KEY2,"33,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/BlackBerry KEY2 1.jpg,1080x1620 pixels (~ 433 pixels per inch),4.5 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 660",Adreno 512,6 GB
"Asus Zenfone Max Pro M1 (6GB RAM, 64GB)","12,499","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Asus Zenfone Max Pro M1 1.jpg,1080x2160 pixels (~ 403 pixels per inch),5.99 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 636",Adreno 509,6 GB
"realme 3 (3GB RAM, 64GB)","9,999",Android 9.0 Pie,https://www.phonecurry.com/img/phones/realme 3 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.2 inches,"2.1 GHz, Octa Core, MediaTek Helio P70",Mali-G72 MP3,3 GB
"Huawei Honor 8X (6GB RAM, 64GB)","14,999","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Huawei Honor 8X 1.jpg,1080x2340 pixels (~ 396 pixels per inch),6.5 inches,"2.2 GHz, Octa Core, Hisilicon Kirin 710",Mali-G51 MP4,6 GB
