Name,Price,Smartphone OS,IMG PATH,Screen Resolution,Screen size,Processor,GPU,RAM 
N,A
Lava Z60s,"4,499",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Lava Z60s 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.5 GHz, Quad Core",1 GB
N,A
JioPhone 2,"2,999",2.4 inches,https://www.phonecurry.com/img/phones/JioPhone 2 1.jpg,NA,512 MB,4 GB,up to 128 GB
MEIZU M6,"4,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/MEIZU M6 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,2 GB
Panasonic P95,"4,199",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Panasonic P95 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Qualcomm Snapdragon 210",Adreno 304,1 GB
Motorola Moto C,"5,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Motorola Moto C 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6580M",Mali-400 MP2,1 GB
Coolpad Note 3S,"6,640",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Coolpad Note 3s 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.36 GHz, Octa Core, Qualcomm Snapdragon 415",Adreno 405,3 GB
Samsung Galaxy On7 Pro,"6,654","Android 6.0 Marshmallow, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Samsung Galaxy On7 Pro 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.2 GHz, Quad Core, Qualcomm MSM8916 Snapdragon 410",Adreno 306,2 GB
"Asus Zenfone Max (2GB RAM, 16GB, Snapdragon 410)","9,999","Android 5.0 Lollipop, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/Asus Zenfone Max 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1 GHz, Quad Core, Qualcomm Snapdragon 410",Adreno 306,2 GB
"Asus Zenfone 2 Laser ZE550KL (3GB RAM, 16GB)","7,999","Android 5.0 Lollipop, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/Asus Zenfone 2 Laser 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm MSM8939 Snapdragon 615",Adreno 405,3 GB
N,A
Karbonn K9 Smart Plus,"3,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Karbonn K9 Smart Plus 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.4 GHz, Quad Core",1 GB
mobiistar C1,"3,799",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/mobiistar C1 1.jpg,480x960 pixels (~ 201 pixels per inch),5.34 inches,"1.28 GHz, Quad Core, MediaTek MT6739",Mali-T720,2 GB
Intex Aqua Lions T1 Plus,"4,491",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Lions T1 Plus 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9850",Mali-400,2 GB
N,A
Karbonn K9 Music 4G,"4,990",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn K9 Music 4G 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core",1 GB
ZTE V7 Lite,"5,599",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/ZTE V7 Lite 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,2 GB
LYF Water 7S,"7,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/LYF Water 7S 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,3 GB
Karbonn Aura Note 4G,"5,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Karbonn Aura Note 4G 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Coolpad Note 3,"8,999",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Coolpad Dazen Note 3 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,3 GB
iVOOMi V5,"3,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/iVOOMi V5 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.2 GHz, Quad Core, Spreadtrum",Mali,1 GB
Intex Staari 10,"5,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Staari 10 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.3 GHz, Quad Core, Mediatek MT6737",Mali-T720 MP2,3 GB
Intex Elyt Dual,"5,500",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Elyt Dual 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9850",Mali-T400,2 GB
iVOOMi Me3S,"4,899",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/iVOOMi Me3 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.3 GHz, Quad Core, MediaTek 6737",Mali-T720 MP2,3 GB
Panasonic P9,"6,290",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic P9 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.1 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
Panasonic Eluga I2 Activ (2GB RAM),"6,200",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga l2 Activ 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Micromax Selfie 2 (2017),"5,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Micromax Selfie 2 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Quad Core, Mediatek MT6737",Mali-T720 MP2,3 GB
Karbonn Aura Note 2,"5,899",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn Aura Note 2 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Asus Zenfone Live ZB501KL,"8,399",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Asus Zenfone Live 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 400",Adreno 305,2 GB
N,A
Panasonic P88,"6,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Panasonic P88 1.jpg,720x1280 pixels (~ 277 pixels per inch),5.3 inches,"1.25 GHz, Quad Core",2 GB
"Asus Zenfone 2 ZE551ML (4GB RAM, 32GB, 2.3 GHz)","19,999","Android 5.0 Lollipop, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/Asus Zenfone 2 ZE551ML 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.3 GHz, Quad Core, Intel Atom Quad Core Z3580",PowerVR G6430,4 GB
Intex Indie 22,"4,299",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Indie 22 1.jpg,480x960 pixels (~ 201 pixels per inch),5.34 inches,"1.3 GHz, Quad Core, Spreadtrum SC9850",Mali-T820,1 GB
Intex Staari 11,"4,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Staari 11 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9850",Mali-400,2 GB
Intex Aqua Lions T1,"5,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Lions T1 1.jpg,480x854 pixels (~ 188 pixels per inch),5.2 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
XOLO Era 1X Pro,"5,350",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/XOLO Era 1X Pro 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.5 GHz, Quad Core, Spreadtrum",Mali,2 GB
Lenovo A6600,"6,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lenovo A6600 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,1 GB
Lenovo Vibe K5 Plus (3GB RAM),"8,499",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Lenovo Vibe K5 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"1.5 GHz, Octa Core, Qualcomm MSM8939v2 Snapdragon 616",Adreno 405,3 GB
Huawei Honor 5X,"6,499","Android 5.1 Lollipop, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/Huawei Honor 5X 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 615",Adreno 405,2 GB
HTC Desire 820G Plus,"8,790",Android 4.4,https://www.phonecurry.com/img/phones/HTC Desire 820G Plus 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.7 GHz, Octa Core, MediaTek MT6592",Mali-450 MP4,1 GB
Zopo Color F5,"10,590",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Zopo Color F5 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Nubia N1 Lite,"9,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Nubia N1 Lite 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
iVOOMi Innelo 1,"5,399",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/iVOOMi Innelo 1 1.jpg,720x1520 pixels (~ 287 pixels per inch),5.86 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
mobiistar C1 Lite,"3,600",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/mobiistar C1 Lite 1.jpg,480x960 pixels (~ 201 pixels per inch),5.34 inches,"1.28 GHz, Quad Core, MediaTek MT6739",Mali-T720,1 GB
Coolpad A1,"4,899",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Coolpad A1 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.1 GHz, Quad Core, Qualcomm Snapdragon 210",Adreno 304,2 GB
Nokia 1,"3,845","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia 1 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.1 GHz, Quad Core, Mediatek MT6737",Mali-T720 MP2,1 GB
Xolo Era 3,"4,990",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Xolo Era 3 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
Intex Aqua Lions X1,"5,290",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Lions X1 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
N,A
Karbonn K9 Smart Grand,"4,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn K9 Smart Grand 1.jpg,480x854 pixels (~ 188 pixels per inch),5.2 inches,"1.3 GHz, Quad Core",1 GB
YU YUNIQUE 2 Plus,"4,899",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/YU YUNIQUE 2 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Mediatek MT6737",Mali-T720 MP2,3 GB
Coolpad Note 5 Lite C,"5,999",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Coolpad Note 5 Lite C 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.1 GHz, Quad Core, Qualcomm Snapdragon 210",Adreno 304,2 GB
Intex Aqua Selfie,"4,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Selfie 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali 512,2 GB
Videocon Delite 11 Plus,"5,800",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Videocon Delite 11 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,1 GB
ZTE Axon Mini,"5,999",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/ZTE Axon Mini 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 616",Adreno 405,3 GB
Micromax Canvas 5 Lite Special Edition,"5,499",Android 5.0 Lollipop,https://www.phonecurry.com/img/phones/Micromax Canvas 5 Lite 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,3 GB
"Asus Zenfone 2 Laser ZE550KL (2GB RAM, 16GB)","5,749","Android 5.0 Lollipop, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/Asus Zenfone 2 Laser 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.2 GHz, Quad Core, Qualcomm MSM8916 Snapdragon 410",Adreno 306,2 GB
Intex Aqua Lions T1 Lite VR,"4,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Lions T1 Lite 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
N,A
Karbonn Aura Sleek Plus,"3,899",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn Aura Sleek Plus 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core",2 GB
N,A
Lava Z50,"3,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Lava Z50 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.1 GHz, Quad Core",1 GB
Videocon Metal Pro 2,"4,250",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Videocon Metal Pro 2 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Panasonic Eluga I4,"5,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga I4 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
LYF Water 8,"6,999",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/LYF Water 8 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 615",Adreno 405,3 GB
Panasonic Eluga I3 Mega,"6,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Panasonic Eluga I3 Mega 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Quad Core, MediaTek MT6735",Mali-T720,3 GB
N,A
Panasonic Eluga Tapp,"6,351",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Panasonic Eluga Tapp 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core",2 GB
"HTC Desire 828 Dual (2GB RAM, 16GB)","7,390",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/HTC Desire 828 Dual 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,2 GB
N,A
Lava Z40,"3,569",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Lava Z40 1.jpg,400x800 pixels (~ 224 pixels per inch),4 inches,"1.4 GHz, Quad Core",1 GB
N,A
Coolpad Mega 5C,"4,199",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Coolpad Mega 5C 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.3 GHz, Quad Core",1 GB
Intex Indie 11,"3,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Intex Indie 11 1.jpg,480x960 pixels (~ 217 pixels per inch),4.95 inches,"1.1 GHz, Quad Core, Mediatek",Mali-T720,1 GB
"Infocus A2 (2GB RAM, 16GB)","4,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Infocus A2 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,2 GB
Intex Aqua Power 4,"5,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Power 4 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
N,A
Samsung Z4,"5,790",Tizen OS 3.0,https://www.phonecurry.com/img/phones/Samsung Z4 1.jpg,480x800 pixels (~ 207 pixels per inch),4.5 inches,"1.5 GHz, Quad Core",1 GB
Lenovo A7700,"8,500",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lenovo A7700 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,2 GB
N,A
Micromax Bharat 4 Diwali Edition,"3,890",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Micromax Bharat 4 Diwali Edition 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core",1 GB
Micromax Bharat Go,"4,399",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Micromax Bharat Go 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.1 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
N,A
Karbonn Yuva 2,"3,899",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn Yuva 2 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core",2 GB
Intex Aqua Jewel 2,"4,970",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Jewel 2 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,2 GB
Intex Aqua Lions 2,"5,199",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Lions 2 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
Gionee X1,"5,045",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Gionee X1 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Intex Aqua S3,"5,295",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua S3 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,2 GB
LYF Water 10,"6,499",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/LYF Water 10 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,3 GB
Micromax Canvas 6 Pro,"5,499",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Micromax Canvas 6 Pro 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Mediatek Helio X10",PowerVR G6200,4 GB
Micromax Canvas 6,"5,999",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Micromax Canvas 6 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.3 GHz, Octa Core, Mediatek MT6753",Mali-T720 MP4,3 GB
N,A
Infocus M812,"6,999",Android 5.0 Lollipop,https://www.phonecurry.com/img/phones/Infocus M812 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.5 GHz, Quad Core, Qualcomm MSM8994 Snapdragon 810",3 GB
Intex Lions 6,"3,949",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Intex Lions 6 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum",Mali-400,1 GB
N,A
Intex INFIE 3,"3,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Intex INFIE 3 1.jpg,480x960 pixels (~ 217 pixels per inch),4.95 inches,"1.1 GHz, Quad Core",1 GB
Intex Aqua Lions E3,"4,399",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Lions E3 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,2 GB
N,A
Karbonn K9 Smart Selfie,"4,599",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn K9 Smart Selfie 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.1 GHz, Quad Core",1 GB
"MEIZU M3 Note (2GB RAM, 16GB)","7,990",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/MEIZU M3 Note 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.8 GHz, Octa Core, MediaTek Helio P10",Mali-T860 MP2,2 GB
N,A
Micromax Vdeo 3,"4,399",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Micromax Vdeo 3 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,Qualcomm Snapdragon,1 GB
YU YUREKA S,"5,299",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/YU YUREKA S 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"1.7 GHz, Octa Core, Qualcomm Snapdragon 616 MSM8939",Adreno 405,3 GB
Gionee F103 Pro,"5,424",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Gionee F103 Pro 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6735",Mali-T720,3 GB
Lenovo Vibe K5 Plus (2GB RAM),"8,470",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Lenovo Vibe K5 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"1.5 GHz, Octa Core, Qualcomm MSM8939v2 Snapdragon 616",Adreno 405,2 GB
iBall Andi Cobalt 5.5F Youva,"9,500",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/iBall Andi Cobalt 5.5F Youva 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1 GHz, Quad Core, MediaTek",Mali-T720,2 GB
Panasonic P91,"4,735",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic P91 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.1 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
Panasonic Eluga I2 Activ (1GB RAM),"5,165",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga l2 Activ 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
Micromax Canvas 2 (2017),"5,649",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Micromax Canvas 2 (2017) 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Lava A77,"6,099",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava A77 1.jpg,480x800 pixels (~ 207 pixels per inch),4.5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
"MEIZU M3 Note (3GB RAM, 32GB)","10,499",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/MEIZU M3 Note 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.8 GHz, Octa Core, MediaTek Helio P10",Mali-T860 MP2,3 GB
HTC Desire 728 Dual,"8,990",Android 5.0 Lollipop,https://www.phonecurry.com/img/phones/HTC Desire 728G Dual 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,2 GB
Infocus M808,"11,990",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Infocus M808 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,2 GB
Lenovo A6000 Plus,"8,930","Android 4.4, Upgradeable to 5.0 Lollipop",https://www.phonecurry.com/img/phones/Lenovo A6000 Plus 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.2 GHz, Quad Core, Qualcomm Snapdragon 410",Adreno 306,2 GB
N,A
Panasonic P99,"4,299",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic P99 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core",2 GB
Swipe Elite 4G,"4,649",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Swipe Elite 4G 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum",Mali-400MP,1 GB
N,A
Lava A44,"5,399",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Lava A44 1.jpg,480x854 pixels (~ 245 pixels per inch),4 inches,"1.1 GHz, Quad Core",1 GB
Zopo Color M5,"5,299",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Zopo Color M5 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
Lava Z10 (2GB RAM),"11,500",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava Z10 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6735",Mali-T720,2 GB
N,A
Panasonic Eluga Pulse X,"6,199",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Panasonic Eluga Pulse X 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.25 GHz, Quad Core",3 GB
Zopo Color X 5.5,"5,250",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Zopo Color X 5.5 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Coolpad Mega 2.5D,"5,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Coolpad Mega 2.5D 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,3 GB
Micromax Canvas Unite 4 Plus,"7,500",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Micromax Canvas Unite 4 Plus 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,2 GB
HTC Desire 825,"12,600",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/HTC Desire 825 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.6 GHz, Quad Core, Qualcomm Snapdragon 400",Adreno 305,2 GB
